,sentence
15263,그러면서 “지난날의 삶을 돌아보고 스스로 생각할 수 있게 해주는 인연과 함께 걸어가 보려 한다고 덧붙였다.
15264,박가람 인스타그램헤럴드POP김나율기자배우 양동근의 아내 박가람이 남편과 데이트했다.
15265,박가람은 사진과 함께 추억돋는 영화 짱 레트로가 다시 유행이니 용어도 레트로로 가자라고 글을 남겼다.
15266,사진 제공에이스 팩토리 나무엑터스스포츠조선 안소윤 기자 딱 한 번 간다면 이규형이 프로그램에 합류하게 된 계기를 밝혔다.
15267,딱 한 번 간다면은 우리에게 잘 알려지지 않은 미지의 여행지의 모든 것을 온 몸으로 체험하고 느끼는 경험을 여행하는 리얼리티다.
15268,연예계 숨겨진 찐친 라인업 배우 이규형 이상이 이유영 임지연 엑소 수호 차서원이 함께 했다.
15269,맏형으로 함께 한 이규형은 유일하게 한예종 멤버가 아니어서 눈길을 끌었다.
15270,후발대로 뒤늦게 여행에 합류했던 낭또 차서원은 잘 어울릴 수 있을까?하는 생각도 조금 있었는데 선배님들이 첫날부터 재미있고 편하게 대해주셔서 너무 행복했다.
15271,이규형은 의문의 세계여행 전문가를 만났지만 얼굴도 못보고 목소리만 들었다고 전해 호기심을 자아냈다.
15272,차서원 역시 전혀 예상 못했다고 답하며 세계여행 전문가에 대한 궁금증을 끌어올렸다.
15273,프로그램 출연 계기는?- 이규형 : 여행이 가고 싶어서 멤버들이 마음에 들어서 출연하게 됐다.
15274,- 차서원 : 학교 선배님들 그리고 규형 선배님과 함께 여행을 갈 수 있는 좋은 기회가 있다고 해서 가야겠다고 생각했다.
15275,여행을 통해 새로운 매력을 알게 된 사람이 있다면?- 이규형 : 이상이 빼고 다 새롭게 알게 됐다.
15276,상이는 친해서 원래 잘 알고 있었고 다른 멤버들은 작품으로만 접한 배우들이라 잘 몰랐었는데 다들 너무 좋았다.
15277,-차서원 : 보통 여행을 혼자 해왔다면 이번에는 함께하는 여행의 즐거움을 알게 하는 여행이었다.
15278,그리고 인생을 살면서 무언가를 선택해야 한다는 부담감에 사로잡혀 살아왔다면 이번 여행에서는 모든 스트레스를 벗어던지고 즐거운 여행에서의 즐거운 선택만이 함께 했다.
15279,규형이 형은 프리다이빙을 했는데 바닷속에서 형을 만난 그 순간이 특히 좋았다.
15280,의문의 세계 여행전문가를 만났다는데 예상했는지?- 이규형 : 의문의 세계여행 전문가를 만났지만 얼굴도 못보고 목소리만 들었다.
15281,- 차서원 : 전혀 예상하지 못했지만 여행지에서 새로운 인연이 생긴다는 건 즐거운 일이다.
15282,함께 한 출연진들과 세대 차이를 느끼는지 느낀다면 차이 극복을 위해 노력하는 점은 무엇인지 궁금하다.
15283,차서원 씨는 한예종 출신 중 막내인데 선배들이 잘 챙겨 주었는지 궁금하다.
15284,여행하는 내내 컨디션도 챙겨주고 분위기도 잘 이끌어가는 전형적인 과대의 모습이 매력적이었다.
15285,다른 멤버들은 한예종 동문인데 이규형 님은 어떤 친분으로 이번 여행에 합류한 건지 궁금하다.
15286,-차서원 : 잘 어울릴 수 있을까?하는 생각도 조금 있었는데 선배님들이 첫날부터 재미있고 편하게 대해주셔서 너무 행복했다.
15287,출연진들에 의하면 은근히 웃긴 능청스러운 형이라던데 본인도 그렇게 생각하는지?- 이규형 : 어느 정도 인정하는 부분이다.
15288,늘 촬영할 때 연습할 때 공연할 때 분위기를 유쾌하게 만들려고 하는 편이다.
15289,차서원 씨는 작명 전문가라고 알려져 있는데 이 여행에 이름을 붙여본다면?- 차서원 : 크리스마스 이번 여행을 통해 어떤 일이 펼쳐질지 궁금해지는 모든 사람을 행복하게 하는 따듯한 크리스마스라고 이름 짓고 싶다.
15290,서울뉴시스정진아 인턴 기자 개그맨 문세윤이 오버 더 톱에서 팔씨름 최강자다운 승부를 펼쳤다.
15291,연예셀럽부로 출전한 문세윤의 대결 상대는 몸짱 농구부 유튜버 김경진이었다.
15292,막상 경기가 시작하자 문세윤은 했던 말이 무색하게 김경진을 가볍게 넘겨버리며 주변의 환호성을 이끌어냈다.
15293,연예셀럽부에 참여한 다양한 스타들이 연예셀럽부 최강자가 누구냐는 질문에 문세윤이라고 답했다.
15294,힙합 듀오 마이티마우스의 추플렉스(상추)는 저분(문세윤)이 나오면 위험하다는 이야기를 많이 들었다고 말했다.
15295,이미 김종국과도 맞짱이 가능하다는 소문이 자자한 문세윤은 본선에 가볍게 진출했다.
15296,제작진은 연예계 팔씨름 최강자 면모를 선보인 문세윤이 본선에서 어떤 승부를 보여줄지 지켜봐달라고 청했다.
15297,한편 김혜수가 출연하는 tvN 새 드라마 슈룹은 사고뭉치 왕자들을 위해 치열한 왕실 교육 전쟁에 뛰어드는 중전의 파란만장 궁중 분투기를 그린다.
15298,뒤이어 중국 관영매체인 중국중앙TV(CCTV)는 “믿을 만한 채널을 통해 ‘리모모’가 리이펑으로 확인됐다고 보도했다.
15299,이에 따라 최고인민검찰원은 홍보대사인 리이펑과 관련한 내용을 웨이보와 홈페이지 등에서 삭제했다.
15300,원기준은 저는 원래 선생님이 되고 싶어서 사범대를 준비 중이었는데 길에서 어떤 분이 모델 할 생각 없냐면서 명함을 주셨다.
15301,반신반의 하면서 찾아갔더니 관계자였고 모델 연기학원에 무료로 등록시켜주셨다.
15302,이어 이후에는 아는 연출님이 탤런트 시험 볼 생각 없냐고 해서 봤더니 운 좋게 붙었다.
15303,/사진SK텔레콤SK텔레콤은 자체 AI(인공지능) 음성 기술을 적용한 버추얼 휴먼(가상인간)을 AI 서비스 A.
15304,온마인드는 SK텔레콤에서 분할해 투자전문회사로 출범한 SK스퀘어가 첫 투자처로 선택한 회사다.
15305,SKT 전속모델 장원영과 버추얼 휴먼 나수아가 친구 사이로 등장하는 SKT의 ‘에이닷티비(A. tv)’ 광고 컷.
15306,/사진SK텔레콤나수아는 광고에서 SK텔레콤 전속모델인 걸그룹 아이브의 장원영과 친구 사이로 등장해 에이닷의 신규 서비스인 에이닷티비(A. tv)의 주요 기능을 전달한다.
15307,에이닷티비는 고객의 시청 이력과 선호도를 기반으로 채널이나 프로그램을 추천하고 고객은 광고없이 무료로 콘텐츠를 이용할 수 있다.
15308,SK텔레콤은 에이닷티비의 AI 요소를 부각하기 위해 실제 인간 모델과 버추얼 휴먼이 동시에 나오는 설정이 적합하다고 판단해 나수아를 기용하게 됐다고 설명했다.
15309,버추얼 휴먼이 SK텔레콤 광고 모델로 채택된 건 이번이 처음이자 국내 이동통신사에서도 최초 사례다.
15310,김지형 SK텔레콤 통합마케팅전략 담당은 버추얼 휴먼 기술과 AI음성 합성기술을 활용해 여타 AI서비스들과는 다른 에이닷만의 차별적 이미지를 부각시키기 위해 노력했다며 향후 회사 서비스와 광고 등 전반에 AI와 같은 다양한 기술들을 접목해 가겠다고 말했다.
15311,일부 기업들이 마케팅 과정에서 무료 음악 서비스를 제공한다는 문구를 사용하는 것에 대해 한음저협이 우려의 목소리를 냈다.
15312,특히 이들은 최근 H금융사가 음악사용료를 다 지급했음에도 마케팅에 무료 음악 이라는 문구를 사용해 음악의 가치를 저해하는 문구를 사용한 것을 확인하고 무료음악 이라는 문구를 사용한 의도가 무엇인지 등의 내용을 담은 공문을 H금융사 측에 전달했다.
15313,이에 한음저협을 비롯한 권리자 그리고 음악 사업자들은 불법 음악 유통을 근절하고 음악은 공짜라는 인식을 전환하고자 했으며 창작자들의 권리를 보호하고 음악 산업의 안정성을 가져오기 위해 상당한 노력을 해왔다.
15314,그런데 최근 H금융사에서 소비자들에게 해당 서비스의 홍보를 위해 부가적으로 음악을 무료로 감상할 수 있는 서비스를 제공한다고 밝히면서 문제가 됐다.
15315,앱을 이용하는 모든 이용자가 로그인만 돼있다면 일정기간 자유롭게 음악 감상 서비스를 무료로 이용할 수 있다고 했고 이를 언론을 통해 무료 음악 서비스 중이라고 적극적으로 홍보했다.
15316,그러나 실제로 H금융사는 지니뮤직과의 제휴를 통해 소비자들에게 음악 스트리밍 서비스 이용권을 제공하는 것이므로 무료 음악 서비스라는 표현은 정확하지 않으며 자칫 음악 서비스 자체가 무상이라는 오해를 만들 수 있다는 점에서 비판이 일었다.
15317,한음저협은 창작물을 만들기 위해 각고의 노력과 고통을 견뎌내는 창작자들의 창작의지와 경제적 수익을 저해하고 정당한 사용료를 지불하고 음악을 듣는 소비자들까지 억울하게 만드는 사안이 아닐 수 없다고 지적했다.
15318,또한 마케팅 수단으로 무료 음악을 남용하는 것은 자칫 음악은 공짜로 이용하는 것이라는 인식으로 이어질 수 있어 창작자와 음악 산업 관계자들이 오랜 기간 어렵게 개선한 저작권 및 창작물에 대한 인식과 올바른 음악 향유 문화를 뒤흔들 것으로 매우 우려된다고 덧붙였다.
15319,한음저협은 한편 크리스마스 캐럴은 지금 널리 퍼진 오해와는 달리 다양한 업종에서 자유롭게 사용이 돼도 무방하며 저작권이 만료된 캐럴 목록 등도 홍보가 되고 있다며 협회는 자영업자나 영세 소상공인들에게는 음악 이용을 활성화하기 위해 항상 배려하고 더 쉬운 방법을 홍보하려는 정책을 펼치고 있다고 설명했다.
15320,다만 이와 반대로 큰 기업들이 경제적 규모를 활용해 저작권 인식에 악영향을 미치는 것은 경계해야 할 것이라고 다시금 강조했다.
15321,한음저협은 K-POP을 비롯한 한류의 영향력이 전 세계에 미치고 있는 지금 협회는 저작권에 대한 나쁜 인식은 해소하고 올바른 인식은 갖추게끔 하는 역할을 하고 싶다며 이를 통해 저작권자의 정당한 권리를 보호하고 음악 산업의 성장으로도 이어질 수 있도록 저작권 문화를 바로잡는 것에 일조하고자 한다고 전했다.
15322,사진사단법인 한국음악저작권협회* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
15323,팬데믹 이후 대규모 인원이 처음으로 호주로 떠나는 여행 리얼리티 프로그램이다.
15324,사진제공|SBS프로그램 출연진은 배우 이규형 이상이 임지연 이유영 케이팝 그룹 엑소(EXO) 멤버 수호 차서원 등 유명 배우 라인업이 구성되었으며 실제로 이들은 남다른 우정과 케미를 가진 연예계 찐친들이다.
15325,퀸즐랜드주-브리즈번호주 퀸즈랜드주 관광청 경성원 한국 지사장은 “도시와 청정 자연 그곳에 사는 동물 로컬의 매력을 즐기는 여행자로서의 일상 잘 알려지지 않은 보물 같은 스폿들을 보는 재미가 있을 것이다.
15326,팬데믹 이후 첫 해외 여행으로 제작진들이 왜 퀸즐랜드주를 선택했는지를 방송을 보면 공감하실 것이다라며 기대감을 나타냈다.
15327,이번 프로젝트를 공동 후원하는 호주정부관광청의 조진하 대표는 “탄탄한 연기력을 갖춘 배우들이지만 예능에서는 쉽게 볼 수 없었던 출연진들의 남다른 케미와 호주 여행 스토리가 기대된다.
15328,이번 호주 여행을 통해서 서로 간의 돈독한 우정을 확인하며 아름다운 자연과 잊지 못할 특별한 경험이 어우러진 여행지의 모습들이 배우들을 통해 어떻게 그려질지 기대해주시라고 소감을 밝혔다.
15329,“평소에 하던 로맨틱 코미디와 결이 다른 것 같다는 질문에 박민영이 갑자기 휴지로 눈가를 찍어내기 시작했다.
15330,인터뷰하던 기자들 심지어 대답하던 박민영마저 스스로 당황스러워하던 상황이었다.
15331,‘기상청 사람들’의 진하경은 물론 로맨스물의 주인공이었지만 피곤한 일상의 잔재를 감당하는 인물이었고 그만큼 건조한 환경으로 스스로를 밀어붙여야 했던 박민영은 어느새 마음의 응어리가 많았던 셈이다.
15332,송승헌과 호흡을 맞춘 ‘닥터 진’은 당시 유행했던 시간을 오가는 ‘타임슬립’물의 전형이었다.
15333,‘월수금화목토’에서 박민영은 ‘계약결혼 마스터’라는 가상의 직업에 종사한 자영업자 최상은을 연기한다.
15334,그의 일은 주위로부터 결혼에 내몰리거나 피치 못할 사정으로 결혼이 필요한 이들에게 ‘서류로서의’ 혼인관계를 제공하고 급여를 받는 일이다.
15335,어쨌든 이러한 설정 때문에 박민영은 극 중 여러 남자와 서류상 혼인관계를 맺는다.
15336,거기에 연출을 맡은 남성우PD가 의상이나 애드리브에서 많은 부분을 열어줬기에 자유분방한 박민영의 모습을 확인할 수 있다.
15337,그래서 극 중 최상은의 모습을 한 박민영은 화려한 의상으로 클럽에서 뛰놀기도 하고 노래방을 차려놓고 아이유의 ‘삼단고음’을 마음껏 한다.
