,sentence
5225,규제를 신설하는 것은 아니지만 명확한 법 집행 기준을 제시하는 일종의 공정거래법 해설서를 지침으로 만든다는 입장이다.
5226,국회에서도 그동안 미뤄왔던 ‘온라인 플랫폼 중개거래의 공정화에 관한 법률(온플법)’의 입법화 논의가 재점화될 전망이다.
5227,대형 플랫폼들에 대한 규제를 강화하는 내용의 온플법은 전 정부 시절 입법을 추진했지만 플랫폼 업계의 반대 관련 부처 간 이견 등으로 후순위로 밀렸었다.
5228,그런데 이번 먹통 사태를 계기로 독점 플랫폼에 대한 국민적 우려가 커지자 규제 당국도 경쟁적으로 규제방안을 다시 내놓고 있다.
5229,우리는 플랫폼을 통해 지인과 소통하고 각종 예약을 하며 이동 수단을 부르고 대금 결제를 한다.
5230,반면 우리가 이러한 편리함에 익숙해진 사이에 플랫폼 기업은 개인정보를 비롯해 광범위한 데이터 축적과 네트워크 효과를 통해 해자를 구축한 후 막강한 힘과 영향력으로 세상을 지배하며 좌지우지하게 된다.
5231,이에 플랫폼 기업을 적절하게 규제해 소비자와 관련 산업을 보호해야 하는지 논란이 생겼다.
5232,자유주의 경제를 이상으로 삼는 시카고학파는 새로운 기술혁신이 나타나 기존의 플랫폼 제국을 무너뜨리고 새로운 질서를 만들기를 기다리면 된다는 철학을 기초로 규제에 반대하는 입장이다.
5233,이에 반해 하버드스쿨은 플랫폼 기업이 가진 강력한 독점력으로 인하여 새로운 혁신이 방해되고 경쟁자의 등장을 막는다는 이유로 규제가 필요하다고 보고 있다.
5234,한편 플랫폼 기업의 입장에서는 규제 여부에 따라 그 존립에 중대한 영향을 받는다.
5235,즉 규제를 넘어서지 못하면 플랫폼 기업도 창의력이 고갈되어 무너질 수 있다.
5236,한때 혁신적인 서비스로 선풍적인 인기를 누렸으나 택시업계와의 갈등과 그에 따른 규제로 사업을 접게 된 우리나라의 차량공유 플랫폼 타다가 그러한 사례다.
5237,사실 카카오 먹통 사태의 직접적 예방 및 해결방법은 데이터센터의 안전 관리 강화 서버와 데이터 분산 플랫폼 망 이원화 추진 재난관리체계 점검 등이다.
5238,그러나 이러한 해결방안은 뒷전으로 두고 이번 사태를 계기로 다시 촉발된 온플법 제정논의나 온라인플랫폼 관련 심사지침 제정논의의 중심축이 규제 강화를 위한 경쟁으로만 흘러가서는 곤란하다.
5239,플랫폼 기업은 혁신적인 사업방식에도 불구하고 규제의 벽을 넘어서지 못하면 사업이 불가능하여 이용자에게 편의와 효용을 줄 수도 없기 때문이다.
5240,이번 먹통 사태를 계기로 플랫폼의 독과점 폐해를 점검하고 공공재적 성격에 걸맞은 공익성 안정성 등을 보강하는 것은 좋으나 규제 논의가 힘을 얻은 틈을 타 과도한 규제를 다수 만들어 혁신 플랫폼 기업이 도태되게 하거나 새로 탄생하는 것을 가로막아서는 안 될 것이다.
5241,항암치료 중인 서정희는 가발을 착용한 채 다소 부은 듯한 얼굴로 미소를 짓고 있어 팬들의 응원을 자아냈다.
5242,다른 사진에서 서동주는 커피를 마시고 있는 서정희의 뒤에서 미소를 짓고 있다.
5243,항암 치료를 받고 있어 머리카락을 만질 때마다 한 움큼씩 빠진다며 눈물을 쏟아 안타까움을 자아냈다.
5244,이후 서정희는 삭발하고 가발을 구입했다는 소식을 전하는 등 투병 근황을 꾸준하게 알리며 팬들과 소통하고 있다.
5245,KB Pay에는 모바일 결제 기능과 MST(마그네틱 보안 전송) 기능이 도입됐다.
5246,삼성페이를 지원하는 휴대폰이면 오프라인 매장 어디서든 휴대폰을 대는 것만으로도 KB Pay 결제를 할 수 있다.
5247,KB스타뱅킹만 있으면 신규 가입부터 KB Pay의 온·오프라인 결제 KB차차차의 매물조회 KB증권 계좌개설 및 아이디 등록 등 다양한 서비스를 별도 앱 설치 없이 이용할 수 있다.
5248,국민은행은 이번 개편에서 KB금융 서비스 메뉴를 흥미와 관심 위주의 UI로 개선했다고 밝혔다.
5249,국민은행 관계자는 앞으로도 KB스타뱅킹에 편리한 생활 서비스를 도입해 고객 편의성을 더욱 높여나갈 예정이라고 밝혔다.
5250,/사진이정재 인스타그램배우 이정재가 미국 LA에서 보내는 일상을 공개했다.
5251,사진 속엔 넷플릭스 오리지널 오징어게임의 성기훈 역 모습을 따라하는 이정재가 담겨있다.
5252,더운 날씨로 인해 붉어진 얼굴을 한 채 성기훈을 따라하는 이정재의 모습은 웃음을 자아낸다.
5253,비금융 서비스 전면배치 및 고객 편의성 높여 사진KB국민은행 제공KB국민은행이 KB스타뱅킹 앱 UI를 개선해 비금융 서비스를 전면 배치하고 고객 편의성을 대폭 강화한다.
5254,이번 개편을 통해 KB스타뱅킹 UI를 고객의 흥미와 관심 위주로 개선했다.
5255,특히 이번 개편을 통해 KB Pay에 모바일 결제 기능과 MST(마그네틱 보안 전송) 기능이 도입됐다.
5256,삼성페이를 지원하는 휴대폰이면 오프라인 매장 어디서든 KB Pay 결제가 가능하다.
5257,KB국민은행 관계자는 KB스타뱅킹이 금융을 넘어 고객의 일상 생활을 아우르는 종합금융플랫폼으로 거듭났다며 앞으로도 편리한 서비스를 도입해 고객 편의성을 더욱 높여나갈 예정이다고 밝혔다.
5258,이 사건은 아동범죄의 골든타임 반인륜적인 잔혹범죄에 대한 사회적 대처 유명인의 사생활 보호와 언론의 진정한 역할에 이르기까지 오늘날 우리의 현실에 비추어봐도 남일 같지않은 교훈과 숙제를 남겼다.
5259,하지만 남편의 가정폭력과 불륜으로 이혼한 바이빙빙은 혼자 바이샤오옌을 길렀다.
5260,모녀는 함께 방송에도 여러 차례 출연하여 국민적 사랑을 받으며 유명세를 누렸다.
5261,납치 당일날 바이샤오옌은 하필 평소보다 지각을 한 탓에 등굣길이 한산했고 꾸준히 그녀를 주시해왔던 납치범 일당은 기회를 노리다가 대낮에 도심에서 사람을 차량에 강제로 태워 납치하는 대담한 범행을 벌인다.
5262,표창원은 납치나 유괴사건은 특별한 상황이나 낯선 장소가 아닌 일상적인 공간에서 자주 발생한다.
5263,범죄자들이 납치대상을 노리면서 제일 먼저 하는 일이 피해자가 같은 시간에 가는 곳이나 자주 드나드는 곳을 파악하기 때문이라고 설명했다.
5264,납치범은 바이샤오옌을 납치한 후 극악무도하게도 그녀의 잘린 새끼손가락과 폭행한 사진을 상자에 담아 바이빙빙에게 보내며 돈을 요구한다.
5265,그안에는 바이샤오옌이 납치범들의 강요로 작성한 편지도 있었는데 엄마 저 납치됐어요.
5266,두 사건의 차이는 전자의 경우 가족들이 납치범들의 요구에 그대로 응했고 후자는 경찰에 바로 신고했다는 것이다.
5267,불안한 심리로 이성과 판단력이 흐려지는 피해 가족은 납치범의 계략에 넘어가기 쉽다.
5268,어렵게 돈을 마련한 바이빙빙은 경찰이 위장한 택시를 타고 납치범이 지시한 약속장소와 시간에 맞춰 접선을 시도했다.
5269,바이빙빙은 드디어 딸을 찾았다는 안도감에 황급히 집으로 돌아갔지만 바이샤오옌은 돌아오지 않았다.
5270,검거작전의 성패도 결론나기 전에 경찰의 성급한 대처로 오히려 수사 사실만 노출됐고 딸도 찾지못한 바이빙빙은 억장이 무너지는 심경이었을 것이다.
5271,바이빙빙은 결국 이튿날 생중계로 긴급 기자회견을 열어 딸의 납치사실을 전국민에게 공개하며 제발 딸을 찾아달라며 눈물로 호소했다.
5272,톱스타의 딸이 납치되었다는 소식이 모든 언론에 대대적으로 보도되며 대만 국민들과 충격과 슬픔에 빠졌다.
5273,두목인 첸진싱은 폭력과 강도를 일삼던 전과자였고 출소 이후 돈이 궁해지자 교도소에서 만난 린춘셩과 가오텐밍을 끌어들여 범죄를 기획한 것.
5274,그들의 정체는 바로 유명 연예인인 바이빙빙을 몰래 취재하려던 대만의 신문사-방송사 기자들이었다.
5275,기자들은 오직 특종을 위하여 수사 중인 경찰을 미행하는가하면 범인과 접선하기로 한 장소에 무단을 잠입하기도 했다.
5276,심지어 이들은 바이빙빙의 기자회견으로 딸의 납치 소식이 공식화된 이후에는 직후 아예 대놓고 바이빙빙을 따라붙으며 수시로 전화를 걸거나 집앞에 취재진이 몰려서 사진을 찍어대는 등 몰상식한 행태를 벌였다.
5277,극비수사를 진행하던 경찰 측에게서 기자들에게 정보를 누설했다는 의혹이 제기되었지만 출처는 명확하게 밝혀지지 않았다.
5278,당시 사전에 내용을 눈치챈 언론들에게 미리 내용은 보도를 하지 않는다는 엠바고가 형식적으로 걸려있기는 했지만 말 그대로 공식 보도만 하지 않았을 뿐 모든 현장을 따라다니며 벌였던 노골적인 취재경쟁으로 이미 내용이 사실상 다 공개된 것이나 마찬가지였다.
5279,바이빙빙의 기자회견도 사실은 납치범이 아니라 무자비한 기자들에게 협조를 구하는 호소였다.
5280,당시 분노한 한 경찰은 바이샤오옌에게 무슨 일이 생기면 당신들 모두 살인자라고 일침을 놓았으나 돌아온 것은 다른 기자들도 모두 철수하지 않으면 우리도 철수할 수 없다는 뻔뻔한 대답이었다.
5281,기자로서 최소한의 직업윤리마저 저버린 기레기들의 막장 행태에 패널들도 분노와 탄식을 금하지 못했다.
5282,만일 첫 번째 작전이 성공했다면 주범들도 검거하고 어쩌면 바이샤오옌도 구할 수 있었던 골든타임은 그렇게 물거품이 되어버렸다.
5283,옷이 벗겨지고 손과 발이 결박된 상태였으며 전신에 심각한 폭행으로 장기가 파열되었고 신체 곳곳이 훼손되었으며 성폭행의 흔적까지 발견됐다.
5284,오죽하면 시신 경험이 풍부한 전문가들조차 이렇게 끔찍한 시신은 본일이 없다며 고개를 돌릴 정도였다고.
5285,결국 무능한 경찰과 무책임한 언론이 날려버린 골든타임의 대가가 바이샤오옌의 생명을 빼앗는 나비효과로 돌아온 셈이다.
5286,표창원은 유괴-납치사건에서 가족들은 범인들이 돈을 원하면 아이는 살려두겠지?라고 생각한다.
5287,하지만 실제는 돈과 상관없이 아이를 먼저 살해하는 경우가 많다고 현실을 설명했다.
5288,나이가 어릴수록 골든타임이 짧아지는 이유로는 성인에 비하여 아동 인질들의 정서적 안정이 어렵다는 것을 꼽았다.
5289,당시는 사회적 빈부격차가 심화되며 물질만능주의-한탕주의가 만연하던 시대였다.
5290,일부 빗나간 욕망에 빠진 이들은 급기야 범죄를 통하여 일확천금을 꿈꿨고 아동납치와 유괴를 선택한 것은 특별한 기술이 필요하지 않았기 때문이다.
5291,다만 가장 가슴아픈 차이는 범인도 끝내 잡지 못한 채 영구미제사건으로 남았다는 것.
5292,처참하게 유린된 시신으로 돌아온 바이샤오옌의 죽음에 대만 국민들은 분노했고 사회적 파장은 엄청났다.
5293,리덩후이 당시 대만 총통이 직접 나서서 범인들을 반드시 체포할 것을 지시하며 저항하면 사살하라는 명령까지 내릴 정도였다.
5294,범인들은 도주 행각을 벌이면서도 살인-강도-강간 등 또다른 범죄를 잇달아 저질렀다.
5295,바이샤오옌의 사망 이후에도 여전히 바뀌지않은 대만 언론들은 현장에 난입하여 체포 과정을 생중계하는 추태를 벌였다.
5296,남은 두 범인은 도주중 한 성형외과병원에서 의사 부부와 간호사를 살해했다.
5297,신분을 감추기 위하여 의사 부부를 협박하여 강제로 성형수술을 시키고 증거를 없애려고 목격자들을 제거한 것.
5298,경찰은 현상수배 사상 최초로 두 범인의 각각 성형 전과 후의 얼굴을 동시에 올리는 해프닝이 벌어졌다.
5299,궁지에 몰린 첸진싱은 남아공의 외교관 관저에 침입하여 가족들을 붙잡고 인질극을 벌였다.
5300,첸진싱에 의하여 그간 납치범 일당들이 벌인 악행들이 낱낱이 드러났고 첸진싱은 결국 사형이 선고되어 형장의 이슬로 사라졌다.
5301,한편으로 바이샤오옌 사건은 단지 유명인이라는 이유만으로 과도한 관심에 노출된 연예인과 그 가족의 인권 유린에 대한 현실을 일깨웠다.
5302,선정적인 언론의 행태로 초기 수사에 실패한 것이 더 큰 비극으로 이어지면서 과연 국민의 알 권리에 대한 적정선은 어디까지인지 언론의 취재 윤리는 무엇인지도 대해서도 큰 고민을 남겼다.
5303,텐아시아차혜영 기자 (사진전혜빈 SNS 제공)전혜빈의 임신에 톱스타들이 한데 모여 축하하는 자리를 가졌다.
